airbnbID,date,description,housing_type,lat,location,lon,price,title,url
15842661,,,,49.214,,-123.014,,,https://www.airbnb.ca/rooms/15842661?location=Surrey%2C%20BC
11965273,,,,49.277151,,-123.088208,,,https://www.airbnb.ca/rooms/11965273?location=Surrey%2C%20BC
14263258,,,,49.2449,,-122.890948,,,https://www.airbnb.ca/rooms/14263258?location=Surrey%2C%20BC
21913,,,,49.234271,,-123.053092,,,https://www.airbnb.ca/rooms/21913?location=Surrey%2C%20BC
11905244,,,,49.330431,,-122.945799,,,https://www.airbnb.ca/rooms/11905244?location=Surrey%2C%20BC
20266463,,,,49.233906,,-123.024547,,,https://www.airbnb.ca/rooms/20266463?location=Surrey%2C%20BC
19748081,,,,49.29613,,-122.790481,,,https://www.airbnb.ca/rooms/19748081?location=Surrey%2C%20BC
12138659,,,,49.284377,,-122.986868,,,https://www.airbnb.ca/rooms/12138659?location=Surrey%2C%20BC
7161813,,,,49.229116,,-122.964714,,,https://www.airbnb.ca/rooms/7161813?location=Surrey%2C%20BC
6554309,,,,49.330989,,-122.948886,,,https://www.airbnb.ca/rooms/6554309?location=Surrey%2C%20BC
9955072,,,,49.143546,,-123.109607,,,https://www.airbnb.ca/rooms/9955072?location=Surrey%2C%20BC
14828137,,,,49.251365,,-123.05028,,,https://www.airbnb.ca/rooms/14828137?location=Surrey%2C%20BC
15470129,,,,49.034304,,-123.055287,,,https://www.airbnb.ca/rooms/15470129?location=Surrey%2C%20BC
14429752,,,,49.068999,,-122.678008,,,https://www.airbnb.ca/rooms/14429752?location=Surrey%2C%20BC
18965198,,,,49.214623,,-122.96689,,,https://www.airbnb.ca/rooms/18965198?location=Surrey%2C%20BC
3748986,,,,49.094686,,-122.665347,,,https://www.airbnb.ca/rooms/3748986?location=Surrey%2C%20BC
15182829,,,,49.279601,,-123.129625,,,https://www.airbnb.ca/rooms/15182829?location=Surrey%2C%20BC
7457613,,,,49.159853,,-123.181524,,,https://www.airbnb.ca/rooms/7457613?location=Surrey%2C%20BC
7218753,,,,49.228793,,-122.889686,,,https://www.airbnb.ca/rooms/7218753?location=Surrey%2C%20BC
9199830,,,,49.2242,,-122.901057,,,https://www.airbnb.ca/rooms/9199830?location=Surrey%2C%20BC
1759915,,,,49.277318,,-123.108051,,,https://www.airbnb.ca/rooms/1759915?location=Surrey%2C%20BC
18893902,,,,49.231,,-122.949,,,https://www.airbnb.ca/rooms/18893902?location=Surrey%2C%20BC
16524,,,,49.281404,,-122.814554,,,https://www.airbnb.ca/rooms/16524?location=Surrey%2C%20BC
16810905,,,,49.327051,,-123.006822,,,https://www.airbnb.ca/rooms/16810905?location=Surrey%2C%20BC
10619890,,,,49.272122,,-123.064521,,,https://www.airbnb.ca/rooms/10619890?location=Surrey%2C%20BC
13140701,,,,49.261884,,-123.045037,,,https://www.airbnb.ca/rooms/13140701?location=Surrey%2C%20BC
16284250,,,,49.279059,,-123.124629,,,https://www.airbnb.ca/rooms/16284250?location=Surrey%2C%20BC
4474077,,,,49.192831,,-123.110396,,,https://www.airbnb.ca/rooms/4474077?location=Surrey%2C%20BC
9826771,,,,49.173088,,-123.147614,,,https://www.airbnb.ca/rooms/9826771?location=Surrey%2C%20BC
3978986,,,,49.342304,,-123.214518,,,https://www.airbnb.ca/rooms/3978986?location=Surrey%2C%20BC
14856847,,,,49.259883,,-123.060303,,,https://www.airbnb.ca/rooms/14856847?location=Surrey%2C%20BC
15045678,,,,49.214647,,-122.978683,,,https://www.airbnb.ca/rooms/15045678?location=Surrey%2C%20BC
12134998,,,,49.334465,,-123.069527,,,https://www.airbnb.ca/rooms/12134998?location=Surrey%2C%20BC
1937255,,,,49.277638,,-123.066416,,,https://www.airbnb.ca/rooms/1937255?location=Surrey%2C%20BC
2237987,,,,49.360382,,-122.901144,,,https://www.airbnb.ca/rooms/2237987?location=Surrey%2C%20BC
17449502,,,,49.213037,,-122.953805,,,https://www.airbnb.ca/rooms/17449502?location=Surrey%2C%20BC
16018308,,,,49.275712,,-123.126351,,,https://www.airbnb.ca/rooms/16018308?location=Surrey%2C%20BC
21577211,,,,49.280893,,-123.062373,,,https://www.airbnb.ca/rooms/21577211?location=Surrey%2C%20BC
13135254,,,,49.251243,,-122.979326,,,https://www.airbnb.ca/rooms/13135254?location=Surrey%2C%20BC
21137929,,,,49.231,,-122.949,,,https://www.airbnb.ca/rooms/21137929?location=Surrey%2C%20BC
21457709,,,,49.278,,-122.991,,,https://www.airbnb.ca/rooms/21457709?location=Surrey%2C%20BC
9453076,,,,49.163061,,-123.184376,,,https://www.airbnb.ca/rooms/9453076?location=Surrey%2C%20BC
1089953,,,,49.169885,,-123.036442,,,https://www.airbnb.ca/rooms/1089953?location=Surrey%2C%20BC
7038615,,,,49.2634,,-122.967196,,,https://www.airbnb.ca/rooms/7038615?location=Surrey%2C%20BC
16396887,,,,49.255907,,-122.98651,,,https://www.airbnb.ca/rooms/16396887?location=Surrey%2C%20BC
3859085,,,,49.258947,,-123.107238,,,https://www.airbnb.ca/rooms/3859085?location=Surrey%2C%20BC
5626441,,,,49.158816,,-123.151827,,,https://www.airbnb.ca/rooms/5626441?location=Surrey%2C%20BC
21186674,,,,49.275235,,-122.851997,,,https://www.airbnb.ca/rooms/21186674?location=Surrey%2C%20BC
994900,,,,49.278881,,-123.08514,,,https://www.airbnb.ca/rooms/994900?location=Surrey%2C%20BC
8996409,,,,49.229491,,-123.002461,,,https://www.airbnb.ca/rooms/8996409?location=Surrey%2C%20BC
4871974,,,,49.277539,,-123.089113,,,https://www.airbnb.ca/rooms/4871974?location=Surrey%2C%20BC
15874627,,,,49.221897,,-122.893835,,,https://www.airbnb.ca/rooms/15874627?location=Surrey%2C%20BC
16289491,,,,49.197766,,-123.110208,,,https://www.airbnb.ca/rooms/16289491?location=Surrey%2C%20BC
20464098,,,,49.004686,,-122.631878,,,https://www.airbnb.ca/rooms/20464098?location=Surrey%2C%20BC
4022323,,,,49.194134,,-123.10928,,,https://www.airbnb.ca/rooms/4022323?location=Surrey%2C%20BC
4395511,,,,49.236742,,-123.03243,,,https://www.airbnb.ca/rooms/4395511?location=Surrey%2C%20BC
14187955,,,,49.222735,,-122.89527,,,https://www.airbnb.ca/rooms/14187955?location=Surrey%2C%20BC
17449789,,,,49.214266,,-122.953534,,,https://www.airbnb.ca/rooms/17449789?location=Surrey%2C%20BC
18738216,,,,49.216502,,-122.972764,,,https://www.airbnb.ca/rooms/18738216?location=Surrey%2C%20BC
5917505,,,,49.171343,,-123.145267,,,https://www.airbnb.ca/rooms/5917505?location=Surrey%2C%20BC
15197174,,,,49.260985,,-123.107679,,,https://www.airbnb.ca/rooms/15197174?location=Surrey%2C%20BC
18486604,,,,49.250769,,-123.02931,,,https://www.airbnb.ca/rooms/18486604?location=Surrey%2C%20BC
18409005,,,,49.250228,,-122.98624,,,https://www.airbnb.ca/rooms/18409005?location=Surrey%2C%20BC
8907717,,,,49.261458,,-122.874012,,,https://www.airbnb.ca/rooms/8907717?location=Surrey%2C%20BC
14427655,,,,49.228216,,-123.085643,,,https://www.airbnb.ca/rooms/14427655?location=Surrey%2C%20BC
4160259,,,,49.315373,,-123.055544,,,https://www.airbnb.ca/rooms/4160259?location=Surrey%2C%20BC
16571377,,,,49.451485,,-123.233876,,,https://www.airbnb.ca/rooms/16571377?location=Surrey%2C%20BC
13078995,,,,49.253952,,-123.038483,,,https://www.airbnb.ca/rooms/13078995?location=Surrey%2C%20BC
20933211,,,,49.23396,,-123.096881,,,https://www.airbnb.ca/rooms/20933211?location=Surrey%2C%20BC
20902995,,,,49.240167,,-122.847597,,,https://www.airbnb.ca/rooms/20902995?location=Surrey%2C%20BC
3302912,,,,49.133566,,-123.183368,,,https://www.airbnb.ca/rooms/3302912?location=Surrey%2C%20BC
14556402,,,,49.221923,,-122.926977,,,https://www.airbnb.ca/rooms/14556402?location=Surrey%2C%20BC
13733154,,,,49.225106,,-122.944649,,,https://www.airbnb.ca/rooms/13733154?location=Surrey%2C%20BC
14570210,,,,49.25691,,-123.066713,,,https://www.airbnb.ca/rooms/14570210?location=Surrey%2C%20BC
7825197,,,,49.28371,,-123.044962,,,https://www.airbnb.ca/rooms/7825197?location=Surrey%2C%20BC
6660457,,,,49.287392,,-123.124679,,,https://www.airbnb.ca/rooms/6660457?location=Surrey%2C%20BC
3853536,,,,49.19253,,-123.11021,,,https://www.airbnb.ca/rooms/3853536?location=Surrey%2C%20BC
17781730,,,,49.23495,,-122.894569,,,https://www.airbnb.ca/rooms/17781730?location=Surrey%2C%20BC
9245019,,,,49.280408,,-123.125627,,,https://www.airbnb.ca/rooms/9245019?location=Surrey%2C%20BC
6010373,,,,49.279227,,-122.904667,,,https://www.airbnb.ca/rooms/6010373?location=Surrey%2C%20BC
19594960,,,,49.276891,,-123.117072,,,https://www.airbnb.ca/rooms/19594960?location=Surrey%2C%20BC
16165256,,,,49.280954,,-123.065418,,,https://www.airbnb.ca/rooms/16165256?location=Surrey%2C%20BC
7635931,,,,49.238346,,-122.772126,,,https://www.airbnb.ca/rooms/7635931?location=Surrey%2C%20BC
20834484,,,,49.24578,,-122.872791,,,https://www.airbnb.ca/rooms/20834484?location=Surrey%2C%20BC
12836818,,,,49.211945,,-123.014604,,,https://www.airbnb.ca/rooms/12836818?location=Surrey%2C%20BC
16125454,,,,49.234368,,-122.945656,,,https://www.airbnb.ca/rooms/16125454?location=Surrey%2C%20BC
22616408,,,,49.236453,,-123.000434,,,https://www.airbnb.ca/rooms/22616408?location=Surrey%2C%20BC
15565171,,,,49.274995,,-123.125418,,,https://www.airbnb.ca/rooms/15565171?location=Surrey%2C%20BC
20216645,,,,49.328854,,-122.950659,,,https://www.airbnb.ca/rooms/20216645?location=Surrey%2C%20BC
13885268,,,,49.244196,,-123.098847,,,https://www.airbnb.ca/rooms/13885268?location=Surrey%2C%20BC
19273990,,,,49.259292,,-123.103013,,,https://www.airbnb.ca/rooms/19273990?location=Surrey%2C%20BC
7534416,,,,49.141429,,-123.095307,,,https://www.airbnb.ca/rooms/7534416?location=Surrey%2C%20BC
15735712,,,,49.282568,,-123.109278,,,https://www.airbnb.ca/rooms/15735712?location=Surrey%2C%20BC
19057669,,,,49.224247,,-122.987066,,,https://www.airbnb.ca/rooms/19057669?location=Surrey%2C%20BC
415700,,,,49.234676,,-123.055085,,,https://www.airbnb.ca/rooms/415700?location=Surrey%2C%20BC
6215305,,,,49.342792,,-123.027573,,,https://www.airbnb.ca/rooms/6215305?location=Surrey%2C%20BC
13516418,,,,49.279674,,-123.137547,,,https://www.airbnb.ca/rooms/13516418?location=Surrey%2C%20BC
3302558,,,,49.134425,,-123.183117,,,https://www.airbnb.ca/rooms/3302558?location=Surrey%2C%20BC
20074263,,,,49.234087,,-123.024195,,,https://www.airbnb.ca/rooms/20074263?location=Surrey%2C%20BC
11927565,,,,49.232939,,-122.997205,,,https://www.airbnb.ca/rooms/11927565?location=Surrey%2C%20BC
13867346,,,,49.255795,,-123.106364,,,https://www.airbnb.ca/rooms/13867346?location=Surrey%2C%20BC
8129651,,,,49.304125,,-122.96591,,,https://www.airbnb.ca/rooms/8129651?location=Surrey%2C%20BC
1209195,,,,49.272443,,-123.064929,,,https://www.airbnb.ca/rooms/1209195?location=Surrey%2C%20BC
10972081,,,,49.272537,,-123.067435,,,https://www.airbnb.ca/rooms/10972081?location=Surrey%2C%20BC
21464235,,,,49.217993,,-123.012908,,,https://www.airbnb.ca/rooms/21464235?location=Surrey%2C%20BC
4235178,,,,49.262213,,-123.085826,,,https://www.airbnb.ca/rooms/4235178?location=Surrey%2C%20BC
20918193,,,,49.277471,,-123.022018,,,https://www.airbnb.ca/rooms/20918193?location=Surrey%2C%20BC
7072034,,,,49.137608,,-123.15586,,,https://www.airbnb.ca/rooms/7072034?location=Surrey%2C%20BC
15539049,,,,49.256746,,-123.075007,,,https://www.airbnb.ca/rooms/15539049?location=Surrey%2C%20BC
5642121,,,,49.269745,,-123.057384,,,https://www.airbnb.ca/rooms/5642121?location=Surrey%2C%20BC
17641929,,,,49.25701,,-122.985771,,,https://www.airbnb.ca/rooms/17641929?location=Surrey%2C%20BC
13226584,,,,49.221046,,-122.895726,,,https://www.airbnb.ca/rooms/13226584?location=Surrey%2C%20BC
5934872,,,,49.225353,,-122.994255,,,https://www.airbnb.ca/rooms/5934872?location=Surrey%2C%20BC
15060592,,,,49.254543,,-122.988281,,,https://www.airbnb.ca/rooms/15060592?location=Surrey%2C%20BC
16346510,,,,49.169153,,-123.175179,,,https://www.airbnb.ca/rooms/16346510?location=Surrey%2C%20BC
3361100,,,,49.319499,,-123.038674,,,https://www.airbnb.ca/rooms/3361100?location=Surrey%2C%20BC
8783727,,,,49.170516,,-123.13803,,,https://www.airbnb.ca/rooms/8783727?location=Surrey%2C%20BC
21678295,,,,49.184,,-122.949,,,https://www.airbnb.ca/rooms/21678295?location=Surrey%2C%20BC
13087148,,,,49.22905,,-123.004825,,,https://www.airbnb.ca/rooms/13087148?location=Surrey%2C%20BC
16742553,,,,49.225686,,-122.948232,,,https://www.airbnb.ca/rooms/16742553?location=Surrey%2C%20BC
16478629,,,,49.214168,,-122.953505,,,https://www.airbnb.ca/rooms/16478629?location=Surrey%2C%20BC
16911694,,,,49.241708,,-123.077018,,,https://www.airbnb.ca/rooms/16911694?location=Surrey%2C%20BC
8783727,,,,49.170516,,-123.13803,,,https://www.airbnb.ca/rooms/8783727?location=Surrey%2C%20BC
21678295,,,,49.184,,-122.949,,,https://www.airbnb.ca/rooms/21678295?location=Surrey%2C%20BC
13087148,,,,49.22905,,-123.004825,,,https://www.airbnb.ca/rooms/13087148?location=Surrey%2C%20BC
16742553,,,,49.225686,,-122.948232,,,https://www.airbnb.ca/rooms/16742553?location=Surrey%2C%20BC
16478629,,,,49.214168,,-122.953505,,,https://www.airbnb.ca/rooms/16478629?location=Surrey%2C%20BC
16911694,,,,49.241708,,-123.077018,,,https://www.airbnb.ca/rooms/16911694?location=Surrey%2C%20BC
77157,,,,49.246746,,-123.167109,,,https://www.airbnb.ca/rooms/77157?location=Surrey%2C%20BC
14327019,,,,49.284589,,-123.056838,,,https://www.airbnb.ca/rooms/14327019?location=Surrey%2C%20BC
22483328,,,,49.271075,,-122.858789,,,https://www.airbnb.ca/rooms/22483328?location=Surrey%2C%20BC
5948224,,,,49.216023,,-122.973078,,,https://www.airbnb.ca/rooms/5948224?location=Surrey%2C%20BC
13962385,,,,49.279884,,-123.063166,,,https://www.airbnb.ca/rooms/13962385?location=Surrey%2C%20BC
3540462,,,,49.330744,,-123.090548,,,https://www.airbnb.ca/rooms/3540462?location=Surrey%2C%20BC
20392369,,,,49.295127,,-122.803239,,,https://www.airbnb.ca/rooms/20392369?location=Surrey%2C%20BC
8017515,,,,49.249797,,-123.143464,,,https://www.airbnb.ca/rooms/8017515?location=Surrey%2C%20BC
8812630,,,,49.20777,,-122.904385,,,https://www.airbnb.ca/rooms/8812630?location=Surrey%2C%20BC
22442254,,,,49.156248,,-122.759713,,,https://www.airbnb.ca/rooms/22442254?location=Surrey%2C%20BC
13658544,,,,49.213976,,-122.914095,,,https://www.airbnb.ca/rooms/13658544?location=Surrey%2C%20BC
16369948,,,,49.215017,,-122.921081,,,https://www.airbnb.ca/rooms/16369948?location=Surrey%2C%20BC
17895314,,,,49.051688,,-122.799567,,,https://www.airbnb.ca/rooms/17895314?location=Surrey%2C%20BC
14031495,,,,49.216782,,-122.971701,,,https://www.airbnb.ca/rooms/14031495?location=Surrey%2C%20BC
14426377,,,,49.257004,,-122.81082,,,https://www.airbnb.ca/rooms/14426377?location=Surrey%2C%20BC
17257932,,,,49.213289,,-123.020507,,,https://www.airbnb.ca/rooms/17257932?location=Surrey%2C%20BC
6574926,,,,49.192729,,-123.11023,,,https://www.airbnb.ca/rooms/6574926?location=Surrey%2C%20BC
4016671,,,,49.266,,-123.069,,,https://www.airbnb.ca/rooms/4016671?location=Surrey%2C%20BC
16492292,,,,49.21276,,-122.952718,,,https://www.airbnb.ca/rooms/16492292?location=Surrey%2C%20BC
6166704,,,,49.291877,,-122.795116,,,https://www.airbnb.ca/rooms/6166704?location=Surrey%2C%20BC
908265,,,,49.267011,,-123.008511,,,https://www.airbnb.ca/rooms/908265?location=Surrey%2C%20BC
8719980,,,,49.208525,,-122.930877,,,https://www.airbnb.ca/rooms/8719980?location=Surrey%2C%20BC
25328998,,,,49.227761,,-122.98234,,,https://www.airbnb.ca/rooms/25328998?location=Surrey%2C%20BC
22179765,,,,49.271371,,-122.98973,,,https://www.airbnb.ca/rooms/22179765?location=Surrey%2C%20BC
16522048,,,,49.245816,,-123.09833,,,https://www.airbnb.ca/rooms/16522048?location=Surrey%2C%20BC